Temporada,Jornada,Fecha,Equipo local,Goles local,Goles visita,Equipo visitante
06-07,Jornada 14,12/10/2006,Atlético de Madrid,1,2,Espanyol
06-07,Jornada 14,12/10/2006,Celta de Vigo,1,1,Villarreal
06-07,Jornada 14,12/10/2006,Getafe,1,1,Betis
06-07,Jornada 14,12/10/2006,Osasuna,3,0,Mallorca
06-07,Jornada 14,12/10/2006,Racing de Santander,0,2,Real Zaragoza
06-07,Jornada 14,12/10/2006,Gimnàstic de Tarragona,2,1,Levante
06-07,Jornada 14,12/10/2006,Valencia,4,0,Deportivo de La Coruña
06-07,Jornada 15,12/16/2006,Deportivo de La Coruña,0,2,Athletic Club
06-07,Jornada 15,12/16/2006,Mallorca,1,2,Racing de Santander
06-07,Jornada 15,12/16/2006,Real Zaragoza,0,1,Valencia
06-07,Jornada 15,12/17/2006,Atlético de Madrid,1,0,Getafe
06-07,Jornada 15,12/17/2006,Espanyol,0,1,Real Madrid
06-07,Jornada 15,12/17/2006,Recreativo de Huelva,1,3,Sevilla
06-07,Jornada 15,12/17/2006,Levante,1,1,Celta de Vigo
06-07,Jornada 15,12/17/2006,Real Sociedad,3,2,Gimnàstic de Tarragona
06-07,Jornada 15,12/17/2006,Villarreal,1,4,Osasuna
06-07,Jornada 15,1/24/2007,Betis,1,1,Barcelona
06-07,Jornada 16,12/19/2006,Athletic Club,0,0,Real Zaragoza
06-07,Jornada 16,12/19/2006,Valencia,3,1,Mallorca
06-07,Jornada 16,12/20/2006,Celta de Vigo,0,0,Real Sociedad
06-07,Jornada 16,12/20/2006,Getafe,0,1,Espanyol
06-07,Jornada 16,12/20/2006,Osasuna,2,1,Levante
06-07,Jornada 16,12/20/2006,Racing de Santander,2,1,Villarreal
06-07,Jornada 16,12/20/2006,Real Madrid,0,3,Recreativo de Huelva
06-07,Jornada 16,12/20/2006,Sevilla,4,0,Deportivo de La Coruña
06-07,Jornada 16,12/20/2006,Gimnàstic de Tarragona,0,1,Betis
06-07,Jornada 16,12/21/2006,Barcelona,1,1,Atlético de Madrid
06-07,Jornada 17,1/6/2007,Atlético de Madrid,0,0,Gimnàstic de Tarragona
06-07,Jornada 17,1/6/2007,Real Sociedad,2,1,Osasuna
06-07,Jornada 17,1/6/2007,Real Zaragoza,2,1,Sevilla
06-07,Jornada 17,1/7/2007,Betis,1,0,Celta de Vigo
06-07,Jornada 17,1/7/2007,Deportivo de La Coruña,2,0,Real Madrid
06-07,Jornada 17,1/7/2007,Espanyol,0,1,Recreativo de Huelva
06-07,Jornada 17,1/7/2007,Getafe,1,1,Barcelona
06-07,Jornada 17,1/7/2007,Levante,2,0,Racing de Santander
06-07,Jornada 17,1/7/2007,Mallorca,1,3,Athletic Club
06-07,Jornada 17,1/7/2007,Villarreal,0,1,Valencia
06-07,Jornada 18,1/13/2007,Espanyol,3,1,Barcelona
06-07,Jornada 18,1/13/2007,Valencia,3,0,Levante
06-07,Jornada 18,1/14/2007,Athletic Club,0,1,Villarreal
06-07,Jornada 18,1/14/2007,Celta de Vigo,1,3,Atlético de Madrid
06-07,Jornada 18,1/14/2007,Recreativo de Huelva,1,1,Deportivo de La Coruña
06-07,Jornada 18,1/14/2007,Osasuna,5,1,Betis
06-07,Jornada 18,1/14/2007,Racing de Santander,1,0,Real Sociedad
06-07,Jornada 18,1/14/2007,Real Madrid,1,0,Real Zaragoza
06-07,Jornada 18,1/14/2007,Sevilla,1,2,Mallorca
06-07,Jornada 18,1/14/2007,Gimnàstic de Tarragona,1,3,Getafe
06-07,Jornada 19,1/20/2007,Atlético de Madrid,1,0,Osasuna
06-07,Jornada 19,1/20/2007,Villarreal,0,0,Sevilla
06-07,Jornada 19,1/21/2007,Barcelona,3,0,Gimnàstic de Tarragona
06-07,Jornada 19,1/21/2007,Betis,1,1,Racing de Santander
06-07,Jornada 19,1/21/2007,Deportivo de La Coruña,0,0,Espanyol
06-07,Jornada 19,1/21/2007,Getafe,1,0,Celta de Vigo
06-07,Jornada 19,1/21/2007,Levante,0,0,Athletic Club
06-07,Jornada 19,1/21/2007,Mallorca,0,1,Real Madrid
06-07,Jornada 19,1/21/2007,Real Sociedad,0,1,Valencia
06-07,Jornada 19,1/21/2007,Real Zaragoza,0,0,Recreativo de Huelva
06-07,Jornada 20,1/27/2007,Atlético de Madrid,1,1,Racing de Santander
06-07,Jornada 20,1/27/2007,Villarreal,1,0,Real Madrid
06-07,Jornada 20,1/28/2007,Barcelona,3,1,Celta de Vigo
06-07,Jornada 20,1/28/2007,Betis,2,1,Valencia
06-07,Jornada 20,1/28/2007,Getafe,2,0,Osasuna
06-07,Jornada 20,1/28/2007,Levante,2,4,Sevilla
06-07,Jornada 20,1/28/2007,Mallorca,2,1,Recreativo de Huelva
06-07,Jornada 20,1/28/2007,Real Sociedad,0,2,Athletic Club
06-07,Jornada 20,1/28/2007,Gimnàstic de Tarragona,4,0,Espanyol
06-07,Jornada 20,1/28/2007,Real Zaragoza,1,1,Deportivo de La Coruña
06-07,Jornada 21,2/3/2007,Deportivo de La Coruña,1,0,Mallorca
06-07,Jornada 21,2/3/2007,Espanyol,1,2,Real Zaragoza
06-07,Jornada 21,2/3/2007,Valencia,3,1,Atlético de Madrid
06-07,Jornada 21,2/4/2007,Athletic Club,1,2,Betis
06-07,Jornada 21,2/4/2007,Celta de Vigo,1,1,Gimnàstic de Tarragona
06-07,Jornada 21,2/4/2007,Recreativo de Huelva,2,1,Villarreal
06-07,Jornada 21,2/4/2007,Osasuna,0,0,Barcelona
06-07,Jornada 21,2/4/2007,Racing de Santander,1,0,Getafe
06-07,Jornada 21,2/4/2007,Real Madrid,0,1,Levante
06-07,Jornada 21,2/4/2007,Sevilla,0,0,Real Sociedad
06-07,Jornada 22,2/10/2007,Betis,0,0,Sevilla
06-07,Jornada 22,2/10/2007,Real Sociedad,1,2,Real Madrid
06-07,Jornada 22,2/11/2007,Atlético de Madrid,1,0,Athletic Club
06-07,Jornada 22,2/11/2007,Barcelona,2,0,Racing de Santander
06-07,Jornada 22,2/11/2007,Celta de Vigo,0,2,Espanyol
06-07,Jornada 22,2/11/2007,Getafe,3,0,Valencia
06-07,Jornada 22,2/11/2007,Levante,2,1,Recreativo de Huelva
06-07,Jornada 22,2/11/2007,Mallorca,2,1,Real Zaragoza
06-07,Jornada 22,2/11/2007,Gimnàstic de Tarragona,2,3,Osasuna
06-07,Jornada 22,2/11/2007,Villarreal,0,2,Deportivo de La Coruña
06-07,Jornada 23,2/17/2007,Real Madrid,0,0,Betis
06-07,Jornada 23,2/17/2007,Real Zaragoza,1,0,Villarreal
06-07,Jornada 23,2/18/2007,Athletic Club,2,0,Getafe
06-07,Jornada 23,2/18/2007,Deportivo de La Coruña,0,0,Levante
06-07,Jornada 23,2/18/2007,Espanyol,3,1,Mallorca
06-07,Jornada 23,2/18/2007,Recreativo de Huelva,1,0,Real Sociedad
06-07,Jornada 23,2/18/2007,Osasuna,0,1,Celta de Vigo
06-07,Jornada 23,2/18/2007,Racing de Santander,4,1,Gimnàstic de Tarragona
06-07,Jornada 23,2/18/2007,Sevilla,3,1,Atlético de Madrid
06-07,Jornada 23,2/18/2007,Valencia,2,1,Barcelona
06-07,Jornada 24,2/24/2007,Atlético de Madrid,1,1,Real Madrid
06-07,Jornada 24,2/24/2007,Real Sociedad,0,1,Deportivo de La Coruña
06-07,Jornada 24,2/25/2007,Barcelona,3,0,Athletic Club
06-07,Jornada 24,2/25/2007,Betis,0,0,Recreativo de Huelva
06-07,Jornada 24,2/25/2007,Celta de Vigo,2,2,Racing de Santander
06-07,Jornada 24,2/25/2007,Getafe,0,0,Sevilla
06-07,Jornada 24,2/25/2007,Levante,0,0,Real Zaragoza
06-07,Jornada 24,2/25/2007,Osasuna,0,2,Espanyol
06-07,Jornada 24,2/25/2007,Gimnàstic de Tarragona,1,1,Valencia
06-07,Jornada 24,2/25/2007,Villarreal,2,1,Mallorca
06-07,Jornada 25,3/3/2007,Sevilla,2,1,Barcelona
06-07,Jornada 25,3/3/2007,Valencia,1,0,Celta de Vigo
06-07,Jornada 25,3/4/2007,Athletic Club,0,2,Gimnàstic de Tarragona
06-07,Jornada 25,3/4/2007,Deportivo de La Coruña,0,1,Betis
06-07,Jornada 25,3/4/2007,Espanyol,1,1,Villarreal
06-07,Jornada 25,3/4/2007,Recreativo de Huelva,1,0,Atlético de Madrid
06-07,Jornada 25,3/4/2007,Mallorca,3,1,Levante
06-07,Jornada 25,3/4/2007,Racing de Santander,1,0,Osasuna
06-07,Jornada 25,3/4/2007,Real Madrid,1,1,Getafe
06-07,Jornada 25,3/4/2007,Real Zaragoza,3,2,Real Sociedad
06-07,Jornada 26,3/10/2007,Barcelona,3,3,Real Madrid
06-07,Jornada 26,3/10/2007,Levante,0,2,Villarreal
06-07,Jornada 26,3/11/2007,Atlético de Madrid,2,0,Deportivo de La Coruña
06-07,Jornada 26,3/11/2007,Betis,1,1,Real Zaragoza
06-07,Jornada 26,3/11/2007,Celta de Vigo,1,1,Athletic Club
06-07,Jornada 26,3/11/2007,Getafe,1,1,Recreativo de Huelva
06-07,Jornada 26,3/11/2007,Osasuna,1,1,Valencia
06-07,Jornada 26,3/11/2007,Racing de Santander,1,1,Espanyol
06-07,Jornada 26,3/11/2007,Real Sociedad,3,1,Mallorca
06-07,Jornada 26,3/11/2007,Gimnàstic de Tarragona,1,0,Sevilla
06-07,Jornada 27,3/17/2007,Athletic Club,0,3,Osasuna
06-07,Jornada 27,3/17/2007,Recreativo de Huelva,0,4,Barcelona
06-07,Jornada 27,3/17/2007,Mallorca,2,0,Betis
06-07,Jornada 27,3/17/2007,Valencia,0,2,Racing de Santander
06-07,Jornada 27,3/18/2007,Deportivo de La Coruña,1,0,Getafe
06-07,Jornada 27,3/18/2007,Espanyol,1,1,Levante
06-07,Jornada 27,3/18/2007,Real Madrid,2,0,Gimnàstic de Tarragona
06-07,Jornada 27,3/18/2007,Sevilla,2,0,Celta de Vigo
06-07,Jornada 27,3/18/2007,Villarreal,1,1,Real Sociedad
06-07,Jornada 27,3/18/2007,Real Zaragoza,1,0,Atlético de Madrid
06-07,Jornada 28,3/31/2007,Barcelona,2,1,Deportivo de La Coruña
06-07,Jornada 28,3/31/2007,Betis,3,3,Villarreal
06-07,Jornada 28,3/31/2007,Real Sociedad,1,0,Levante
06-07,Jornada 28,3/31/2007,Valencia,3,2,Espanyol
06-07,Jornada 28,4/1/2007,Atlético de Madrid,1,1,Mallorca
06-07,Jornada 28,4/1/2007,Celta de Vigo,1,2,Real Madrid
06-07,Jornada 28,4/1/2007,Getafe,2,2,Real Zaragoza
06-07,Jornada 28,4/1/2007,Osasuna,0,0,Sevilla
06-07,Jornada 28,4/1/2007,Racing de Santander,5,4,Athletic Club
06-07,Jornada 28,4/1/2007,Gimnàstic de Tarragona,1,1,Recreativo de Huelva
06-07,Jornada 29,4/7/2007,Athletic Club,1,0,Valencia
06-07,Jornada 29,4/7/2007,Real Zaragoza,1,0,Barcelona
06-07,Jornada 29,4/8/2007,Deportivo de La Coruña,1,0,Gimnàstic de Tarragona
06-07,Jornada 29,4/8/2007,Espanyol,1,0,Real Sociedad
06-07,Jornada 29,4/8/2007,Recreativo de Huelva,4,2,Celta de Vigo
06-07,Jornada 29,4/8/2007,Levante,1,1,Betis
06-07,Jornada 29,4/8/2007,Mallorca,2,0,Getafe
06-07,Jornada 29,4/8/2007,Real Madrid,2,0,Osasuna
06-07,Jornada 29,4/8/2007,Sevilla,0,0,Racing de Santander
06-07,Jornada 29,4/8/2007,Villarreal,0,1,Atlético de Madrid
06-07,Jornada 30,4/14/2007,Betis,0,1,Real Sociedad
06-07,Jornada 30,4/14/2007,Racing de Santander,2,1,Real Madrid
06-07,Jornada 30,4/15/2007,Athletic Club,2,1,Espanyol
06-07,Jornada 30,4/15/2007,Atlético de Madrid,1,0,Levante
06-07,Jornada 30,4/15/2007,Barcelona,1,0,Mallorca
06-07,Jornada 30,4/15/2007,Celta de Vigo,1,0,Deportivo de La Coruña
06-07,Jornada 30,4/15/2007,Getafe,3,0,Villarreal
06-07,Jornada 30,4/15/2007,Osasuna,1,1,Recreativo de Huelva
06-07,Jornada 30,4/15/2007,Gimnàstic de Tarragona,1,0,Real Zaragoza
06-07,Jornada 30,4/15/2007,Valencia,2,0,Sevilla
06-07,Jornada 31,4/21/2007,Real Sociedad,2,0,Atlético de Madrid
06-07,Jornada 31,4/21/2007,Real Madrid,2,1,Valencia
06-07,Jornada 31,4/22/2007,Deportivo de La Coruña,1,0,Osasuna
06-07,Jornada 31,4/22/2007,Espanyol,2,2,Betis
06-07,Jornada 31,4/22/2007,Recreativo de Huelva,4,2,Racing de Santander
06-07,Jornada 31,4/22/2007,Levante,1,1,Getafe
06-07,Jornada 31,4/22/2007,Mallorca,1,0,Gimnàstic de Tarragona
06-07,Jornada 31,4/22/2007,Sevilla,4,1,Athletic Club
06-07,Jornada 31,4/22/2007,Villarreal,2,0,Barcelona
06-07,Jornada 31,4/22/2007,Real Zaragoza,2,0,Celta de Vigo
06-07,Jornada 32,4/28/2007,Atlético de Madrid,0,0,Betis
06-07,Jornada 32,4/28/2007,Valencia,2,0,Recreativo de Huelva
06-07,Jornada 32,4/29/2007,Athletic Club,1,4,Real Madrid
06-07,Jornada 32,4/29/2007,Barcelona,1,0,Levante
06-07,Jornada 32,4/29/2007,Celta de Vigo,0,3,Mallorca
06-07,Jornada 32,4/29/2007,Getafe,1,0,Real Sociedad
06-07,Jornada 32,4/29/2007,Osasuna,2,2,Real Zaragoza
06-07,Jornada 32,4/29/2007,Racing de Santander,0,0,Deportivo de La Coruña
06-07,Jornada 32,4/29/2007,Sevilla,3,1,Espanyol
06-07,Jornada 32,4/29/2007,Gimnàstic de Tarragona,0,3,Villarreal
06-07,Jornada 33,5/5/2007,Deportivo de La Coruña,1,2,Valencia
06-07,Jornada 33,5/5/2007,Real Sociedad,0,2,Barcelona
06-07,Jornada 33,5/6/2007,Betis,0,2,Getafe
06-07,Jornada 33,5/6/2007,Espanyol,2,1,Atlético de Madrid
06-07,Jornada 33,5/6/2007,Recreativo de Huelva,0,0,Athletic Club
06-07,Jornada 33,5/6/2007,Levante,2,0,Gimnàstic de Tarragona
06-07,Jornada 33,5/6/2007,Mallorca,3,1,Osasuna
06-07,Jornada 33,5/6/2007,Real Madrid,3,2,Sevilla
06-07,Jornada 33,5/6/2007,Villarreal,1,0,Celta de Vigo
06-07,Jornada 33,5/6/2007,Real Zaragoza,0,0,Racing de Santander
06-07,Jornada 34,5/12/2007,Real Madrid,4,3,Espanyol
06-07,Jornada 34,5/12/2007,Sevilla,2,1,Recreativo de Huelva
06-07,Jornada 34,5/13/2007,Athletic Club,1,1,Deportivo de La Coruña
06-07,Jornada 34,5/13/2007,Barcelona,1,1,Betis
06-07,Jornada 34,5/13/2007,Celta de Vigo,1,2,Levante
06-07,Jornada 34,5/13/2007,Getafe,1,4,Atlético de Madrid
06-07,Jornada 34,5/13/2007,Osasuna,1,4,Villarreal
06-07,Jornada 34,5/13/2007,Racing de Santander,0,2,Mallorca
06-07,Jornada 34,5/13/2007,Gimnàstic de Tarragona,1,3,Real Sociedad
06-07,Jornada 34,5/13/2007,Valencia,2,0,Real Zaragoza
06-07,Jornada 35,5/19/2007,Betis,1,1,Gimnàstic de Tarragona
06-07,Jornada 35,5/19/2007,Mallorca,0,1,Valencia
06-07,Jornada 35,5/19/2007,Real Zaragoza,4,3,Athletic Club
06-07,Jornada 35,5/20/2007,Atlético de Madrid,0,6,Barcelona
06-07,Jornada 35,5/20/2007,Deportivo de La Coruña,1,2,Sevilla
06-07,Jornada 35,5/20/2007,Espanyol,1,5,Getafe
06-07,Jornada 35,5/20/2007,Recreativo de Huelva,2,3,Real Madrid
06-07,Jornada 35,5/20/2007,Levante,1,4,Osasuna
06-07,Jornada 35,5/20/2007,Real Sociedad,3,1,Celta de Vigo
06-07,Jornada 35,5/20/2007,Villarreal,2,1,Racing de Santander
06-07,Jornada 36,5/26/2007,Barcelona,1,0,Getafe
06-07,Jornada 36,5/26/2007,Real Madrid,3,1,Deportivo de La Coruña
06-07,Jornada 36,5/26/2007,Valencia,2,3,Villarreal
06-07,Jornada 36,5/27/2007,Athletic Club,1,0,Mallorca
06-07,Jornada 36,5/27/2007,Celta de Vigo,2,1,Betis
06-07,Jornada 36,5/27/2007,Recreativo de Huelva,0,1,Espanyol
06-07,Jornada 36,5/27/2007,Osasuna,2,0,Real Sociedad
06-07,Jornada 36,5/27/2007,Racing de Santander,2,3,Levante
06-07,Jornada 36,5/27/2007,Sevilla,3,1,Real Zaragoza
06-07,Jornada 36,5/27/2007,Gimnàstic de Tarragona,0,2,Atlético de Madrid
06-07,Jornada 37,6/9/2007,Atlético de Madrid,2,3,Celta de Vigo
06-07,Jornada 37,6/9/2007,Barcelona,2,2,Espanyol
06-07,Jornada 37,6/9/2007,Betis,0,5,Osasuna
06-07,Jornada 37,6/9/2007,Levante,4,2,Valencia
06-07,Jornada 37,6/9/2007,Mallorca,0,0,Sevilla
06-07,Jornada 37,6/9/2007,Real Sociedad,0,0,Racing de Santander
06-07,Jornada 37,6/9/2007,Villarreal,3,1,Athletic Club
06-07,Jornada 37,6/9/2007,Real Zaragoza,2,2,Real Madrid
06-07,Jornada 37,6/10/2007,Deportivo de La Coruña,2,5,Recreativo de Huelva
06-07,Jornada 37,6/10/2007,Getafe,0,1,Gimnàstic de Tarragona
06-07,Jornada 38,6/17/2007,Athletic Club,2,0,Levante
06-07,Jornada 38,6/17/2007,Celta de Vigo,2,1,Getafe
06-07,Jornada 38,6/17/2007,Espanyol,1,3,Deportivo de La Coruña
06-07,Jornada 38,6/17/2007,Recreativo de Huelva,1,1,Real Zaragoza
06-07,Jornada 38,6/17/2007,Osasuna,1,2,Atlético de Madrid
06-07,Jornada 38,6/17/2007,Racing de Santander,0,2,Betis
06-07,Jornada 38,6/17/2007,Real Madrid,3,1,Mallorca
06-07,Jornada 38,6/17/2007,Sevilla,0,1,Villarreal
06-07,Jornada 38,6/17/2007,Gimnàstic de Tarragona,1,5,Barcelona
06-07,Jornada 38,6/17/2007,Valencia,3,3,Real Sociedad
07-08,Jornada 1,8/25/2007,Murcia,2,1,Real Zaragoza
07-08,Jornada 1,8/25/2007,Real Madrid,2,1,Atlético de Madrid
07-08,Jornada 1,8/25/2007,Sevilla,4,1,Getafe
07-08,Jornada 1,8/26/2007,Athletic Club,0,0,Osasuna
07-08,Jornada 1,8/26/2007,Deportivo de La Coruña,0,3,Almería
07-08,Jornada 1,8/26/2007,Espanyol,0,1,Valladolid
07-08,Jornada 1,8/26/2007,Recreativo de Huelva,1,1,Betis
07-08,Jornada 1,8/26/2007,Mallorca,3,0,Levante
07-08,Jornada 1,8/26/2007,Racing de Santander,0,0,Barcelona
07-08,Jornada 1,8/26/2007,Valencia,0,3,Villarreal
07-08,Jornada 2,9/1/2007,Levante,0,0,Murcia
07-08,Jornada 2,9/1/2007,Real Zaragoza,1,1,Racing de Santander
07-08,Jornada 2,9/2/2007,Atlético de Madrid,1,1,Mallorca
07-08,Jornada 2,9/2/2007,Barcelona,3,1,Athletic Club
07-08,Jornada 2,9/2/2007,Betis,2,2,Espanyol
07-08,Jornada 2,9/2/2007,Getafe,1,1,Recreativo de Huelva
07-08,Jornada 2,9/2/2007,Almería,1,2,Valencia
07-08,Jornada 2,9/2/2007,Valladolid,2,2,Deportivo de La Coruña
07-08,Jornada 2,9/2/2007,Villarreal,0,5,Real Madrid
07-08,Jornada 2,12/5/2007,Osasuna,1,1,Sevilla
07-08,Jornada 3,9/15/2007,Athletic Club,1,1,Real Zaragoza
07-08,Jornada 3,9/15/2007,Real Madrid,3,1,Almería
07-08,Jornada 3,9/15/2007,Valencia,2,1,Valladolid
07-08,Jornada 3,9/16/2007,Deportivo de La Coruña,1,0,Betis
07-08,Jornada 3,9/16/2007,Espanyol,1,0,Getafe
07-08,Jornada 3,9/16/2007,Mallorca,0,1,Villarreal
07-08,Jornada 3,9/16/2007,Murcia,1,1,Atlético de Madrid
07-08,Jornada 3,9/16/2007,Osasuna,0,0,Barcelona
07-08,Jornada 3,9/16/2007,Racing de Santander,1,0,Levante
07-08,Jornada 3,9/16/2007,Sevilla,4,1,Recreativo de Huelva
07-08,Jornada 4,9/22/2007,Barcelona,2,1,Sevilla
07-08,Jornada 4,9/22/2007,Recreativo de Huelva,2,1,Espanyol
07-08,Jornada 4,9/23/2007,Atlético de Madrid,4,0,Racing de Santander
07-08,Jornada 4,9/23/2007,Betis,1,2,Valencia
07-08,Jornada 4,9/23/2007,Getafe,0,0,Deportivo de La Coruña
07-08,Jornada 4,9/23/2007,Levante,1,2,Athletic Club
07-08,Jornada 4,9/23/2007,Almería,1,1,Mallorca
07-08,Jornada 4,9/23/2007,Valladolid,1,1,Real Madrid
07-08,Jornada 4,9/23/2007,Villarreal,2,0,Murcia
07-08,Jornada 4,9/23/2007,Real Zaragoza,2,1,Osasuna
07-08,Jornada 5,9/25/2007,Sevilla,2,3,Espanyol
07-08,Jornada 5,9/26/2007,Athletic Club,0,2,Atlético de Madrid
07-08,Jornada 5,9/26/2007,Barcelona,4,1,Real Zaragoza
07-08,Jornada 5,9/26/2007,Deportivo de La Coruña,0,2,Recreativo de Huelva
07-08,Jornada 5,9/26/2007,Mallorca,4,2,Valladolid
07-08,Jornada 5,9/26/2007,Murcia,0,1,Almería
07-08,Jornada 5,9/26/2007,Osasuna,4,1,Levante
07-08,Jornada 5,9/26/2007,Racing de Santander,0,2,Villarreal
07-08,Jornada 5,9/26/2007,Valencia,2,1,Getafe
07-08,Jornada 5,9/27/2007,Real Madrid,2,0,Betis
07-08,Jornada 6,9/29/2007,Levante,1,4,Barcelona
07-08,Jornada 6,9/29/2007,Real Zaragoza,2,0,Sevilla
07-08,Jornada 6,9/30/2007,Atlético de Madrid,2,0,Osasuna
07-08,Jornada 6,9/30/2007,Betis,3,0,Mallorca
07-08,Jornada 6,9/30/2007,Espanyol,1,0,Deportivo de La Coruña
07-08,Jornada 6,9/30/2007,Getafe,0,1,Real Madrid
07-08,Jornada 6,9/30/2007,Recreativo de Huelva,0,1,Valencia
07-08,Jornada 6,9/30/2007,Almería,0,1,Racing de Santander
07-08,Jornada 6,9/30/2007,Valladolid,1,4,Murcia
07-08,Jornada 6,9/30/2007,Villarreal,1,0,Athletic Club
07-08,Jornada 7,10/6/2007,Valencia,1,2,Espanyol
07-08,Jornada 7,10/7/2007,Athletic Club,1,1,Almería
07-08,Jornada 7,10/7/2007,Barcelona,3,0,Atlético de Madrid
07-08,Jornada 7,10/7/2007,Mallorca,4,2,Getafe
07-08,Jornada 7,10/7/2007,Murcia,0,0,Betis
07-08,Jornada 7,10/7/2007,Osasuna,3,2,Villarreal
07-08,Jornada 7,10/7/2007,Racing de Santander,2,0,Valladolid
07-08,Jornada 7,10/7/2007,Real Madrid,2,0,Recreativo de Huelva
07-08,Jornada 7,10/7/2007,Sevilla,0,1,Deportivo de La Coruña
07-08,Jornada 7,10/7/2007,Real Zaragoza,3,0,Levante
07-08,Jornada 8,10/20/2007,Deportivo de La Coruña,2,4,Valencia
07-08,Jornada 8,10/20/2007,Espanyol,2,1,Real Madrid
07-08,Jornada 8,10/20/2007,Levante,0,2,Sevilla
07-08,Jornada 8,10/20/2007,Villarreal,3,1,Barcelona
07-08,Jornada 8,10/21/2007,Atlético de Madrid,4,0,Real Zaragoza
07-08,Jornada 8,10/21/2007,Betis,1,1,Racing de Santander
07-08,Jornada 8,10/21/2007,Getafe,2,0,Murcia
07-08,Jornada 8,10/21/2007,Recreativo de Huelva,0,2,Mallorca
07-08,Jornada 8,10/21/2007,Almería,2,0,Osasuna
07-08,Jornada 8,10/21/2007,Valladolid,1,2,Athletic Club
07-08,Jornada 9,10/27/2007,Athletic Club,0,0,Betis
07-08,Jornada 9,10/27/2007,Mallorca,2,2,Espanyol
07-08,Jornada 9,10/28/2007,Barcelona,2,0,Almería
07-08,Jornada 9,10/28/2007,Levante,0,1,Atlético de Madrid
07-08,Jornada 9,10/28/2007,Murcia,1,0,Recreativo de Huelva
07-08,Jornada 9,10/28/2007,Osasuna,2,2,Valladolid
07-08,Jornada 9,10/28/2007,Racing de Santander,2,0,Getafe
07-08,Jornada 9,10/28/2007,Real Madrid,3,1,Deportivo de La Coruña
07-08,Jornada 9,10/28/2007,Sevilla,3,0,Valencia
07-08,Jornada 9,10/28/2007,Real Zaragoza,4,1,Villarreal
07-08,Jornada 10,10/31/2007,Atlético de Madrid,4,3,Sevilla
07-08,Jornada 10,10/31/2007,Betis,0,3,Osasuna
07-08,Jornada 10,10/31/2007,Deportivo de La Coruña,1,1,Mallorca
07-08,Jornada 10,10/31/2007,Getafe,2,0,Athletic Club
07-08,Jornada 10,10/31/2007,Recreativo de Huelva,0,0,Racing de Santander
07-08,Jornada 10,10/31/2007,Almería,0,1,Real Zaragoza
07-08,Jornada 10,10/31/2007,Valencia,1,5,Real Madrid
07-08,Jornada 10,10/31/2007,Villarreal,3,0,Levante
07-08,Jornada 10,11/1/2007,Espanyol,0,0,Murcia
07-08,Jornada 10,11/1/2007,Valladolid,1,1,Barcelona
07-08,Jornada 11,11/3/2007,Mallorca,0,2,Valencia
07-08,Jornada 11,11/3/2007,Sevilla,2,0,Real Madrid
07-08,Jornada 11,11/4/2007,Athletic Club,2,0,Recreativo de Huelva
07-08,Jornada 11,11/4/2007,Atlético de Madrid,3,4,Villarreal
